Unnamed: 0_x,caption,likes,comments,date,url,likes/followers,comments/followers,username,Unnamed: 0_y,followers,following,bio,posts
0,"ğŸ‘€ğŸ‘€ğŸ‘€â€¦ğŸ¥£ğŸ§‹
New drink anyone?

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover #bubbleteatime",1183,15,2024-02-17T18:00:25,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/428627034_799487848875812_2385044735053402427_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=t85-Hy5lDuYAX-nqQCu&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwNDg4MzQxMzc5MTgzNDg0NA%3D%3D.2-ccb7-5&oh=00_AfB1B9oYkJi7qDP4bIzTijh7eVgspEVrl5LQuO6U1CpH3w&oe=65D580DB&_nc_sid=fc8dfb,0.0028964217072483,3.672554996511073e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
1,"Still feelin' the love today ğŸ˜

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover #bubbleteatime",1981,12,2024-02-15T22:30:12,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426544316_798804845610779_2156078813482569092_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=wuzrUPkPCGgAX_YybNJ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMzU2OTY0ODIyNDM4MDkzMA%3D%3D.2-ccb7-5&oh=00_AfBv-HbY8mkgsVtXxvn1eEROyCh-lKHqxkvPAv9jQVOLow&oe=65D551FA&_nc_sid=fc8dfb,0.0048502209653922,2.938043997208858e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
2,"Roses are red, violets are blue, here's a boba-themed crossword puzzle for you ğŸ˜
Check out our stories tomorrow for the answer key!

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover #bubbleteatime",719,8,2024-02-14T22:01:54,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/428297736_798115689013028_3305524514014153118_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNTQ1eDE5MzEuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=cWtHabYP1ToAX9OVnSk&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMjgzMDYyOTMyNDgzNDY3NA%3D%3D.2-ccb7-5&oh=00_AfCkKU_imX2QX9CbtEpy49TH5ZC3QGmhFnHpUZ1K1204TA&oe=65D6E8B2&_nc_sid=fc8dfb,0.0017603780283276,1.9586959981392388e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
3,"Weâ€™re sharing our boba love this Valentineâ€™s Day ğŸ§‹ğŸ˜

TODAY ONLY, buy one of our Miraculous Series drinks and get a second free when you order on the KFT App ğŸ“²

#KungFuTeaxMiraculous #miraculousladybug #Miraculous #kft #Ladybug #kftpartner #kungfuteacollab #CatNoir #CocoaCataclysm #SpotsOnLemonade #miraculousdrink #kungfutea #boba #bubbletea #americasbubbletea",2851,18,2024-02-14T14:55:18,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/428161130_797874162370514_4901401563411304657_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4yMDQ2eDIwNDguc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=G-nqtQ0grn8AX8fKUg4&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMjYxNTkxMDI2OTU5NDQ0OA%3D%3D.2-ccb7-5&oh=00_AfD3J_jZ-IBkROErYNIonUly80GkZXJz0Rzf4tfeTpHHlw&oe=65D4FB85&_nc_sid=fc8dfb,0.0069803028633687,4.407065995813287e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
4,"Our Dragon Boba Buddy Plush is SOLD OUT! 
Thank you to everyone who placed an order ğŸ˜

Fear not! You can still get your hands on our Boba Buddy Keychains ğŸ¥¹
Snag yours before they sell out!

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover",772,9,2024-02-13T22:41:21,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/428012755_797438952414035_2538808661785733213_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=99iLQA5z0tcAX-1-3rU&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfBFVA2m4lZLFYOXOElwuuRuyJZiRAnfo03rNHpV3KfULQ&oe=65D6D099&_nc_sid=bc0c2c,0.0018901416382043,2.203532997906644e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
5,"Got a special rose ready for a special someone?
Pair it with a bouquet of boba inspired by our favorite star-crossed heroes ğŸ˜

#KungFuTeaxMiraculous #miraculousladybug #Miraculous #kft #Ladybug #kftpartner #kungfuteacollab 
#CatNoir #CocoaCataclysm #SpotsOnLemonade #miraculousdrink #kungfutea #boba #bubbletea #americasbubbletea",2045,31,2024-02-13T18:00:47,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/428058409_797318182426112_2050131869493891711_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4yMDQ4eDIwNDguc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=bPYpKQunOP4AX9iwkfN&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMTk4NDQ4ODAyNjU0NDM0Mg%3D%3D.2-ccb7-5&oh=00_AfBNnGvMgRfBmjaEps-SYAlfK3ptLXpYVDte9nWmMyHsZA&oe=65D6720E&_nc_sid=fc8dfb,0.0050069166452434,7.58994699278955e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
6,"ğŸ‰ Year of the Dragon = Dragon Boba Buddy Plushie ğŸ‰
Our Plushies are in stock! 
Bring home your new Boba Buddy by using the link in our bio today ğŸ‘©â€ğŸ’»

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover #bubbleteatime",1561,8,2024-02-10T20:30:09,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426693216_794875196003744_6629809411361195791_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4yMDQ4eDIwNDguc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=XRfyzvbViKUAX-SVZqJ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5OTg4NTMzODY2NjYzMTkyNg%3D%3D.2-ccb7-5&oh=00_AfDzMP5D-tb13eLO63FJwWtEoe3gjUvutJyfhgFhkSIWqg&oe=65D677CF&_nc_sid=fc8dfb,0.0038219055663691,1.9586959981392388e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
7,"HAPPY YEAR OF THE DRAGON ğŸ‰
Celebrate with Kung Fu Tea and pick up a bag of Dragon Pop for 50% off when you order through our app ğŸ“²

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover #bubbleteatime",458,2,2024-02-10T15:00:32,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426831178_794872839337313_5823775637769983807_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=MBiU3okg2aQAX8BSPtL&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5OTcxOTQ0MDE4Mjc2NDE2Mw%3D%3D.2-ccb7-5&oh=00_AfATy-KwUJVMrAG6ztsGqbrbzOiaeLzrRb1JyP29r5mtgg&oe=65D529E4&_nc_sid=fc8dfb,0.0011213534589347,4.896739995348097e-06,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
8,"Still looking for that perfect fuel for the big game?
Take advantage of this limited time catering special! 

#tkk #tkkfriedchicken #sauce #dippingsauce #TKKxKFT #kungfutea #bubbletea #mashup #combo #perfectpair #friedchicken #crispy #tenders #curlyfries #milktea #tkkxkft #chickenxboba",738,3,2024-02-09T21:34:11,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/426374432_914955517039345_3981003346666790251_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDc5eDEwNzkuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=H4LPl0o4zDYAX8Xxp_J&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI5OTE5MjgwMjE2Nzk0NzQ1OQ%3D%3D.2-ccb7-5&oh=00_AfBoBdKpTegpQ0IMvA5pODpNi9Lg1P4qqoOm5g8TfaGZuA&oe=65D500F0&_nc_sid=fc8dfb,0.0018068970582834,7.345109993022145e-06,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
9,"Whatâ€™s gonna be in your boba bouquet this Valentineâ€™s Day? 

#boba #bubbletea #bobagang #KFT #milktea #bobabesties #americasbubbletea #bobamilktea #bobatea #bobalife #bobaaddict #bobarista #bobatime #bubbletealover #bubbleteatime",2013,11,2024-02-08T22:30:23,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/426613545_794200082737922_6967723740856062906_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=8lwpEGj7_twAX8kE3ou&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5ODQ5NjMxMTIwMjc4MjM1Mg%3D%3D.2-ccb7-5&oh=00_AfByuof89ujCVMHJV035GXFikknCH8gpjX2oWi3lWEEn_g&oe=65D6C5C5&_nc_sid=fc8dfb,0.0049285688053178,2.6932069974414533e-05,kungfuteausa,0,408435,495,"Americaâ€™s Bubble Tea since 2010 ğŸ‡ºğŸ‡¸
Fresh ğŸ§‹ Innovative ğŸ§‹ Fearless",2334
10,"Sheâ€™s an icon, sheâ€™s a legend, and she is the moment ğŸ’… We canâ€™t stop dreaming about our new Strawberry Almond series!! ğŸ˜ Which are you dying to try first?? ğŸ“ğŸ§‹ğŸ’—

ğŸ“ Strawberry Almond Jelly Smoothie | layers of almond jelly, strawberry jam and milk foam topped with a strawberry green tea smoothie blend

ğŸ¥› Strawberry Almond Jelly Milk Tea | iced strawberry milk tea poured over creamy almond jelly and strawberry jam, and topped with milk foam

Available now through February 29!! ğŸ“â˜ï¸

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea",8060,42,2024-01-05T15:20:07,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/416540108_24413431908302466_8402514387857483608_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=106&_nc_ohc=XoQdIs0qFQoAX__NbDo&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI3MzYzNzM0ODQ1NjgzMjg5OQ%3D%3D.2-ccb7-5&oh=00_AfC8iSWWTcn58Kf26ls7OFypl5Co7QJpq_ZRsjZwk7K62w&oe=65D54F64&_nc_sid=fc8dfb,0.1853129167241458,0.0009656504345426,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
11,"idc if youâ€™re single or taken, you deserve a little treat this valentineâ€™s day ğŸ’— our new, limited-time heart bottles are the absolute perfect way to manifest love for yourself or share the love with a special someone!! ğŸ«¶

order the heart bottle filled with your drink of choice for just $2 extra while supplies last!! ğŸ’˜

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea #valentines",9316,31,2024-02-14T13:44:06,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/427487484_675364774557566_1670445655307976712_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=JluwsGMEOngAX8NAphX&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzMwMjU4MDA0NzIzNDgxMTUxOQ%3D%3D.2-ccb7-5&oh=00_AfC5U0PtpLiYkX4eA1CM2AMzBf9yicNY2FAuu3O9hb7-JA&oe=65D691A6&_nc_sid=fc8dfb,0.214190463052375,0.0007127419874005,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
12,"Happy Galentineâ€™s Day!! ğŸ¥°ğŸ’–ğŸ§‹ğŸ’˜ Thereâ€™s obviously no better way to celebrate than by sharing a Mega Mug at Gong cha with your bes-teas!! ğŸ¥²ğŸ«¶ Run to your nearest Gong cha to get a limited-edition Mega Mug with any $20 purchase!! â¤ï¸ Hurry in as each store has an extremely limited supply!! ğŸ§‹

For our bes-teas in the northeast, weâ€™re wishing you a cozy and safe snow day â„ï¸ Donâ€™t worry, any Gong cha locations that are closed today due to weather will celebrate Galentineâ€™s Day with these Mega Mugs when they reopen!! Please call your local store to confirm ğŸ’—

*Available at participating locations in the following states: CO, CT, DC, FL, GA, IL, LA, MA, MD, MI, NC, NH, NJ, NY, OK, PA, RI, SC, TX, VA

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea #galentinesday",4585,30,2024-02-13T13:37:06,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/427015689_361619513419679_5731792073001066288_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=H-MPG7UkF2AAX-D9EPf&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzMwMTg1MTc0Nzg4NTE5Nzk2Nw%3D%3D.2-ccb7-5&oh=00_AfD33iRjPQ8FBZLpGsDcZ-BxpJk2txSZAIzHDG9tonVDQQ&oe=65D6555B&_nc_sid=fc8dfb,0.1054168391042442,0.0006897503103876,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
13,"IYKYK ğŸ‘€ This Tuesday, February 13th, is the Galentineâ€™s Mega Mug drop youâ€™ve all been waiting for!! Run donâ€™t walk to your nearest Gong cha for the ~EXTREMELY LIMITED~ Galentineâ€™s edition Mega Mug ğŸ§‹ğŸ’•ğŸƒ

Spend $20 at your local Gong cha and get a Mega Mug with purchase on 2/13 while supplies last*!! ğŸ’–

*Available at participating locations in the following states: CO, CT, DC, FL, GA, IL, LA, MA, MD, MI, NC, NH, NJ, NY, OK, PA, RI, SC, TX, VA

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea #galentinesday",5862,39,2024-02-11T13:04:04,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/426126140_1137974197211762_6356831233785369474_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=g3D8KtV2VQEAX9cJOz4&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzMwMDM4NTU3NzU2NjgyNzk2NQ%3D%3D.2-ccb7-5&oh=00_AfCvi185pY-wn_hNNpUgFnLF-UiadSpqFPaUlUGiJI-yWQ&oe=65D69B8C&_nc_sid=fc8dfb,0.1347772106497448,0.0008966754035039,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
14,"Welcoming in the Year of the Dragon!! ğŸ‰ğŸ§§ Weâ€™re wishing everyone good fortune and abundance this Lunar New Year. Stay tuned for special surprise coming tomorrow! ğŸ‘€ğŸ•¹ï¸

What are your Lunar New Year traditions? ğŸ®

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea #lunarnewyear #yearofthedragon",3993,14,2024-02-09T18:25:06,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/426463456_1654716258393290_5947502813079022460_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=t4riqhafhM0AX-ioEq7&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI5OTA5NzYxMTQzOTc0MTc0Mg%3D%3D.2-ccb7-5&oh=00_AfC3TnwWtLlCpHiL4LeypEodyErgwjnKg4Q_-IjVkHiB1Q&oe=65D6D5AB&_nc_sid=fc8dfb,0.0918057663125948,0.0003218834781808,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
15,"we made these for you <3

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea #valentine #valentines #valentinescard #valentinesmeme #valentinesday",6692,36,2024-02-08T15:10:17,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/426179451_701696925457538_1993134934308965857_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=DidoYTikJZUAX_onNp0&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDtnrwqY0qU7r0DtzOoBdOkXKmBnssADUkgCeHXmuWfiw&oe=65D50BF4&_nc_sid=bc0c2c,0.1538603025704694,0.0008277003724651,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
16,"show yourself a little love!! whatâ€™s in your self-care starter pack?? ğŸ’– 

#gongcha #gongchatea #brewinghappiness #bubbletea #milktea #bubbletealover #bubbleteatime #bubbleteaaddict #boba #bobalife #bestboba #bobaislife #bobatea #bobateahouse #bobatime #bobamilktea #valentine #valentines #valentinesday",7444,24,2024-02-07T14:36:03,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/425912667_1842300666241072_7501935886762463267_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=104&_nc_ohc=eBe0jKeDfzQAX8wUzkX&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI5NzUzMjc4NDU1NjYyOTE5OA%3D%3D.2-ccb7-5&oh=00_AfDYOucfimt0lgupo_yr-tpq06GoCzxkVRteDyX2fFllcA&oe=65D611AC&_nc_sid=fc8dfb,0.1711500436841863,0.0005518002483101,gongchatea,1,43494,1151,"Your bestieâ€™s fav bubble tea ğŸ§‹ğŸ¥°
Try our new Strawberry Almond series! ğŸ“
Find *us* near *you* ğŸ‘‡",1623
